Accession,Length,Geo_Location,Collection_Date,GenBank_Title
MT276327,29882,USA: GA,2020-02-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2742/2020, complete genome"
MT276330,29882,USA: FL,2020-02-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_5091/2020, complete genome"
MT276329,29882,USA: FL,2020-02-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_5125/2020, complete genome"
MT276597,29851,Israel,2020-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ISR/ISR_JP0320/2020, complete genome"
MT276598,29870,Israel,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ISR/ISR_IT0320/2020, complete genome"
MT276323,29882,USA: RI,2020-02-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/RI_0520/2020, complete genome"
MT276328,29882,USA: OR,2020-02-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR_2656/2020, complete genome"
MT262896,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH2/2020, complete genome"
MT262900,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH6/2020, complete genome"
MT262901,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH7/2020, complete genome"
MT262902,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH8/2020, complete genome"
MT262909,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH18/2020, complete genome"
MT262911,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH20/2020, complete genome"
MT262912,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH21/2020, complete genome"
MT262903,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH9/2020, complete genome"
MT262906,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH12/2020, complete genome"
MT262907,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH14/2020, complete genome"
MT262908,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH17/2020, complete genome"
MT262913,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH22/2020, complete genome"
MT262914,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH24/2020, complete genome"
MT262897,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH3/2020, complete genome"
MT262899,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH5/2020, complete genome"
MT262904,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH10/2020, complete genome"
MT262905,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH11/2020, complete genome"
MT262910,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH19/2020, complete genome"
MT262993,29836,Pakistan: KPK,2020-03-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-Cov-2/human/PAK/Manga1/2020, complete genome"
MT263074,29856,Peru,2020-03-10,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PER/Peru-10/2020, complete genome"
MT262898,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH4/2020, complete genome"
MT262915,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH13/2020, complete genome"
MT262916,29882,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH23/2020, complete genome"
MT263383,29797,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW300/2020, complete genome"
MT263396,29903,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW315/2020, complete genome"
MT263394,29697,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW313/2020, complete genome"
MT263444,29857,USA: WA,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW364/2020, complete genome"
MT263447,29868,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW367/2020, complete genome"
MT263455,29705,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW375/2020, complete genome"
MT263458,29881,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW378/2020, complete genome"
MT263386,29808,USA: CT,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW303/2020, complete genome"
MT263392,29843,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW310/2020, complete genome"
MT263399,29886,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW319/2020, complete genome"
MT263400,29841,USA: WA,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW320/2020, complete genome"
MT263382,29900,USA: WA,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW299/2020, complete genome"
MT263387,29852,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW304/2020, complete genome"
MT263398,29884,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW317/2020, complete genome"
MT263381,29910,USA: WA,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW298/2020, complete genome"
MT263384,29793,USA: WA,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW301/2020, complete genome"
MT263390,29761,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW307/2020, complete genome"
MT263391,29911,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW308/2020, complete genome"
MT263417,29871,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW337/2020, complete genome"
MT263418,29876,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW338/2020, complete genome"
MT263420,29839,USA: WA,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW340/2020, complete genome"
MT263430,29838,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW350/2020, complete genome"
MT263465,29867,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW385/2020, complete genome"
MT263459,29917,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW380/2020, complete genome"
MT263468,29892,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW388/2020, complete genome"
MT263388,29740,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW305/2020, complete genome"
MT263445,29868,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW365/2020, complete genome"
MT263446,29872,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW366/2020, complete genome"
MT263454,29837,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW374/2020, complete genome"
MT263456,29775,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW376/2020, complete genome"
MT263457,29801,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW390/2020, complete genome"
MT263403,29878,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW323/2020, complete genome"
MT263405,29834,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW325/2020, complete genome"
MT263411,29866,USA: CT,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW331/2020, complete genome"
MT263412,29829,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW332/2020, complete genome"
MT263413,29862,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW333/2020, complete genome"
MT263415,29840,USA: MN,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-UW335/2020, complete genome"
MT263464,29832,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW384/2020, complete genome"
MT263462,29764,USA: WA,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW383/2020, complete genome"
MT263395,29904,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW314/2020, complete genome"
MT263402,29844,USA: WA,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW322/2020, complete genome"
MT263404,29866,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW324/2020, complete genome"
MT263406,29887,USA: MN,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-UW326/2020, complete genome"
MT263410,29871,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW330/2020, complete genome"
MT263414,29830,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW334/2020, complete genome"
MT263416,29815,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW336/2020, complete genome"
MT263419,29853,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW339/2020, complete genome"
MT263428,29778,USA: IL,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL-UW348/2020, complete genome"
MT263429,29889,USA: IL,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL-UW349/2020, complete genome"
MT263463,29868,USA: CT,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW329/2020, complete genome"
MT263469,29857,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW389/2020, complete genome"
MT263408,29810,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW328/2020, complete genome"
MT263467,29853,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW387/2020, complete genome"
MT263423,29829,USA: WA,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW343/2020, complete genome"
MT263425,29841,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW345/2020, complete genome"
MT263431,29863,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW351/2020, complete genome"
MT263432,29866,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW352/2020, complete genome"
MT263433,29853,USA: IL,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL-UW353/2020, complete genome"
MT263434,29790,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW354/2020, complete genome"
MT263439,29863,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW359/2020, complete genome"
MT263441,29793,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW361/2020, complete genome"
MT263442,29819,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW362/2020, complete genome"
MT263449,29828,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW369/2020, complete genome"
MT263450,29841,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW370/2020, complete genome"
MT263451,29693,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW371/2020, complete genome"
MT263452,29833,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW372/2020, complete genome"
MT263421,29900,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW341/2020, complete genome"
MT263422,29837,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW342/2020, complete genome"
MT263424,29830,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW344/2020, complete genome"
MT263426,29792,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW346/2020, complete genome"
MT263435,29882,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW355/2020, complete genome"
MT263436,29846,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW356/2020, complete genome"
MT263437,29871,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW357/2020, complete genome"
MT263438,29872,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW358/2020, complete genome"
MT263440,29863,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW360/2020, complete genome"
MT263443,29869,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW363/2020, complete genome"
MT263448,29828,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW368/2020, complete genome"
MT263453,29777,USA: WA,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW373/2020, complete genome"
MT258381,29899,USA: CA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-013/2020, complete genome"
MT258377,29888,USA: CA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-005/2020, complete genome"
MT258379,29892,USA: CA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-007/2020, complete genome"
MT259226,29868,China: Wuhan,2020-01-10,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_OS52/2020, complete genome"
MT258378,29892,USA: CA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-006/2020, complete genome"
MT259231,29865,China: Wuhan,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012504/2020, complete genome"
MT259227,29863,China: Wuhan,2020-01-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012611/2020, complete genome"
MT258382,29885,USA: CA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-014/2020, complete genome"
MT259229,29864,China: Wuhan,2020-01-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012602/2020, complete genome"
MT259230,29866,China: Wuhan,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012506/2020, complete genome"
MT259228,29861,China: Wuhan,2020-01-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012605/2020, complete genome"
MT258383,29887,USA: CA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-015/2020, complete genome"
MT258380,29890,USA: CA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-011/2020, complete genome"
MT259235,29751,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW243/2020, complete genome"
MT259237,29864,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW245/2020, complete genome"
MT259239,29583,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW247/2020, complete genome"
MT259266,29776,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW274/2020, complete genome"
MT259285,29831,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW295/2020, complete genome"
MT259286,29857,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW296/2020, complete genome"
MT259236,29883,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW244/2020, complete genome"
MT259245,29826,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW253/2020, complete genome"
MT259246,29842,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW254/2020, complete genome"
MT259247,29646,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW255/2020, complete genome"
MT259243,29757,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW251/2020, complete genome"
MT259251,29884,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW259/2020, complete genome"
MT259256,29833,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW264/2020, complete genome"
MT259261,29837,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW269/2020, complete genome"
MT259268,29759,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW276/2020, complete genome"
MT259271,29864,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW279/2020, complete genome"
MT259275,29841,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW285/2020, complete genome"
MT259277,29881,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW287/2020, complete genome"
MT259282,29815,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW292/2020, complete genome"
MT259253,29813,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW261/2020, complete genome"
MT259254,29887,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW262/2020, complete genome"
MT259263,29878,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW271/2020, complete genome"
MT259264,29836,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW272/2020, complete genome"
MT259248,29879,USA: CT,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW256/2020, complete genome"
MT259250,29702,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW258/2020, complete genome"
MT259257,29868,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW265/2020, complete genome"
MT259258,29657,USA: MN,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-UW266/2020, complete genome"
MT259267,29852,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW275/2020, complete genome"
MT259269,29894,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW277/2020, complete genome"
MT259278,29897,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW288/2020, complete genome"
MT259280,29642,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW290/2020, complete genome"
MT259281,29839,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW291/2020, complete genome"
MT259287,29688,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW297/2020, complete genome"
MT259273,29892,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW282/2020, complete genome"
MT259274,29779,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW284/2020, complete genome"
MT259284,29432,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW294/2020, complete genome"
MT259241,29682,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW249/2020, complete genome"
MT259244,29865,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW252/2020, complete genome"
MT259249,29821,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW257/2020, complete genome"
MT259252,29790,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW260/2020, complete genome"
MT259260,29871,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW268/2020, complete genome"
MT256924,29782,Colombia: Antioquia,2020-03-11,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/COL/79256_Antioquia/2020, complete genome"
MT253704,29781,China: Zhejiang,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-576/2020, complete genome"
MT253710,29781,China: Zhejiang,2020-01-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-91/2020, complete genome"
MT253701,29781,China: Hangzhou,2020-01-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-48/2020, complete genome"
MT253702,29781,China: Hangzhou,2020-01-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-49/2020, complete genome"
MT253703,29781,China: Hangzhou,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-551/2020, complete genome"
MT253706,29781,China: Hangzhou,2020-01-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-62/2020, complete genome"
MT253707,29781,China: Hangzhou,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-638/2020, complete genome"
MT253696,29781,China: Hangzhou,2020-01-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-162/2020, complete genome"
MT253697,29781,China: Hangzhou,2020-01-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-178/2020, complete genome"
MT253698,29781,China: Hangzhou,2020-01-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-185/2020, complete genome"
MT253699,29781,China: Hangzhou,2020-01-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-477/2020, complete genome"
MT253700,29781,China: Hangzhou,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-481/2020, complete genome"
MT253705,29781,China: Hangzhou,2020-01-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-60/2020, complete genome"
MT253709,29781,China: Zhejiang,2020-01-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-90/2020, complete genome"
MT253708,29781,China: Zhejiang,2020-01-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-79/2020, complete genome"
MT251975,29875,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW239/2020, complete genome"
MT251976,29899,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW240/2020, complete genome"
